ts,asset_id,voltage_v,current_a,temperature_c,soc_pct,profile,label,event_type,event_id
2026-02-01T00:27:00.000Z,asset_A1,53.388,2.246,28.607,87.938,nominal,0,none,
2026-02-01T00:28:00.000Z,asset_A1,53.258,2.306,28.988,87.953,nominal,0,none,
2026-02-01T00:29:00.000Z,asset_A1,53.242,2.27,28.543,88.051,nominal,0,none,
2026-02-01T00:30:00.000Z,asset_A1,53.276,2.469,28.274,87.973,nominal,0,none,
2026-02-01T00:31:00.000Z,asset_A1,53.242,2.38,28.71,87.949,nominal,0,none,
2026-02-01T00:32:00.000Z,asset_A1,53.429,2.383,28.051,87.975,nominal,0,none,
2026-02-01T00:33:00.000Z,asset_A1,53.338,2.255,28.37,87.948,nominal,0,none,
2026-02-01T00:34:00.000Z,asset_A1,53.195,2.297,28.317,87.968,nominal,0,none,
2026-02-01T00:35:00.000Z,asset_A1,53.467,2.362,28.873,88.042,nominal,0,none,
2026-02-01T00:36:00.000Z,asset_A1,53.415,2.397,29.468,88.029,nominal,0,none,
2026-02-01T00:37:00.000Z,asset_A1,53.55,2.484,28.308,87.959,nominal,0,none,
2026-02-01T00:38:00.000Z,asset_A1,53.094,2.216,28.667,87.895,nominal,0,none,
2026-02-01T00:39:00.000Z,asset_A1,53.119,2.4,28.789,87.96,nominal,0,none,
2026-02-01T00:40:00.000Z,asset_A1,53.314,2.327,28.584,87.97,nominal,0,none,
2026-02-01T00:41:00.000Z,asset_A1,53.292,2.32,28.828,87.938,nominal,0,none,
2026-02-01T00:42:00.000Z,asset_A1,53.331,2.28,28.718,87.988,nominal,0,none,
2026-02-01T00:43:00.000Z,asset_A1,53.269,2.444,28.493,88.085,nominal,0,none,
2026-02-01T00:44:00.000Z,asset_A1,53.401,2.244,28.928,88.102,nominal,0,none,
2026-02-01T00:45:00.000Z,asset_A1,53.141,2.307,29.006,87.997,nominal,0,none,
2026-02-01T00:46:00.000Z,asset_A1,53.43,2.256,29.254,88.027,nominal,0,none,
2026-02-01T00:47:00.000Z,asset_A1,53.168,2.433,28.707,87.953,nominal,0,none,
2026-02-01T00:48:00.000Z,asset_A1,53.391,2.557,28.716,87.983,nominal,0,none,
2026-02-01T00:49:00.000Z,asset_A1,53.373,2.341,29.376,87.941,nominal,0,none,
2026-02-01T00:50:00.000Z,asset_A1,53.492,2.408,29.063,87.977,nominal,0,none,
2026-02-01T00:51:00.000Z,asset_A1,53.352,2.492,29.134,87.937,nominal,0,none,
2026-02-01T00:52:00.000Z,asset_A1,53.274,2.496,28.964,87.857,nominal,0,none,
2026-02-01T00:53:00.000Z,asset_A1,53.343,2.431,28.623,87.816,nominal,0,none,
2026-02-01T00:54:00.000Z,asset_A1,53.307,2.585,28.97,87.779,nominal,0,none,
2026-02-01T00:55:00.000Z,asset_A1,53.431,2.503,29.225,87.737,nominal,0,none,
2026-02-01T00:56:00.000Z,asset_A1,53.351,2.543,29.274,87.703,nominal,0,none,
2026-02-01T00:57:00.000Z,asset_A1,53.301,2.395,29.155,87.671,nominal,0,none,
2026-02-01T00:58:00.000Z,asset_A1,53.491,2.501,28.962,87.652,nominal,0,none,
2026-02-01T00:59:00.000Z,asset_A1,53.324,2.464,29.171,87.634,nominal,0,none,
2026-02-01T01:00:00.000Z,asset_A1,53.269,2.523,29.271,87.628,nominal,0,none,
2026-02-01T01:01:00.000Z,asset_A1,53.389,2.468,28.73,87.738,nominal,0,none,
2026-02-01T01:02:00.000Z,asset_A1,53.372,2.47,29.191,87.662,nominal,0,none,
2026-02-01T01:03:00.000Z,asset_A1,53.156,2.309,28.867,87.601,nominal,0,none,
2026-02-01T01:04:00.000Z,asset_A1,53.482,2.384,29.558,87.6,nominal,0,none,
2026-02-01T01:05:00.000Z,asset_A1,53.562,2.483,28.947,87.617,nominal,0,none,
2026-02-01T01:06:00.000Z,asset_A1,53.408,2.545,29.143,87.609,nominal,0,none,
2026-02-01T01:07:00.000Z,asset_A1,53.387,2.396,29.481,87.659,nominal,0,none,
2026-02-01T01:08:00.000Z,asset_A1,53.289,2.423,29.574,87.606,nominal,0,none,
2026-02-01T01:09:00.000Z,asset_A1,53.553,2.608,28.836,87.584,nominal,0,none,
2026-02-01T01:10:00.000Z,asset_A1,53.429,2.55,29.278,87.557,nominal,0,none,
2026-02-01T01:11:00.000Z,asset_A1,53.452,2.455,29.392,87.594,nominal,0,none,
2026-02-01T01:12:00.000Z,asset_A1,53.562,2.519,29.557,87.602,nominal,0,none,
2026-02-01T01:13:00.000Z,asset_A1,53.513,2.511,29.153,87.62,nominal,0,none,
2026-02-01T01:14:00.000Z,asset_A1,53.552,2.516,29.647,87.569,nominal,0,none,
2026-02-01T01:15:00.000Z,asset_A1,53.295,2.555,29.367,87.619,nominal,0,none,
2026-02-01T01:16:00.000Z,asset_A1,53.371,2.486,29.315,87.616,nominal,0,none,
2026-02-01T01:17:00.000Z,asset_A1,53.383,2.601,28.892,87.683,nominal,0,none,
2026-02-01T01:18:00.000Z,asset_A1,53.532,2.497,29.47,87.75,nominal,0,none,
2026-02-01T01:19:00.000Z,asset_A1,53.539,2.584,29.223,87.702,nominal,0,none,
2026-02-01T01:20:00.000Z,asset_A1,53.36,2.564,29.289,87.799,nominal,0,none,
2026-02-01T01:21:00.000Z,asset_A1,53.606,2.438,29.167,87.668,nominal,0,none,
2026-02-01T01:22:00.000Z,asset_A1,53.428,2.682,29.257,87.654,nominal,0,none,
2026-02-01T01:23:00.000Z,asset_A1,53.646,2.553,29.468,87.666,nominal,0,none,
2026-02-01T01:24:00.000Z,asset_A1,53.439,2.552,29.66,87.608,nominal,0,none,
2026-02-01T01:25:00.000Z,asset_A1,53.631,2.524,29.41,87.646,nominal,0,none,
2026-02-01T01:26:00.000Z,asset_A1,53.301,2.558,29.502,87.673,nominal,0,none,
2026-02-01T01:27:00.000Z,asset_A1,53.505,2.522,29.453,87.66,nominal,0,none,
2026-02-01T01:28:00.000Z,asset_A1,53.462,2.477,29.603,87.667,nominal,0,none,
2026-02-01T01:29:00.000Z,asset_A1,53.511,2.42,29.589,87.672,nominal,0,none,
2026-02-01T01:30:00.000Z,asset_A1,53.588,2.543,29.663,87.673,nominal,0,none,
2026-02-01T01:31:00.000Z,asset_A1,53.487,2.499,29.669,87.646,nominal,0,none,
2026-02-01T01:32:00.000Z,asset_A1,53.558,2.496,29.955,87.65,nominal,0,none,
2026-02-01T01:33:00.000Z,asset_A1,53.508,2.65,29.645,87.679,nominal,0,none,
2026-02-01T01:34:00.000Z,asset_A1,53.536,2.581,29.582,87.682,nominal,0,none,
2026-02-01T01:35:00.000Z,asset_A1,53.347,2.586,29.623,87.715,nominal,0,none,
2026-02-01T01:36:00.000Z,asset_A1,53.566,2.57,29.547,87.721,nominal,0,none,
2026-02-01T01:37:00.000Z,asset_A1,53.546,2.553,29.666,87.719,nominal,0,none,
2026-02-01T01:38:00.000Z,asset_A1,53.414,2.545,29.864,87.673,nominal,0,none,
2026-02-01T01:39:00.000Z,asset_A1,53.282,2.611,29.485,87.699,nominal,0,none,
2026-02-01T01:40:00.000Z,asset_A1,53.358,2.442,29.877,87.696,nominal,0,none,
2026-02-01T01:41:00.000Z,asset_A1,53.36,2.577,29.982,87.672,nominal,0,none,
2026-02-01T01:42:00.000Z,asset_A1,53.449,2.588,30.144,87.777,nominal,0,none,
2026-02-01T01:43:00.000Z,asset_A1,53.632,2.643,29.63,87.739,nominal,0,none,
2026-02-01T01:44:00.000Z,asset_A1,53.673,2.623,29.568,87.675,nominal,0,none,
2026-02-01T01:45:00.000Z,asset_A1,53.442,2.559,29.945,87.586,nominal,0,none,
2026-02-01T01:46:00.000Z,asset_A1,53.44,2.708,29.804,87.542,nominal,0,none,
2026-02-01T01:47:00.000Z,asset_A1,53.55,2.511,30.546,87.534,nominal,0,none,
2026-02-01T01:48:00.000Z,asset_A1,53.425,2.589,30.076,87.533,nominal,0,none,
2026-02-01T01:49:00.000Z,asset_A1,53.463,2.439,29.814,87.623,nominal,0,none,
2026-02-01T01:50:00.000Z,asset_A1,53.47,2.582,30.198,87.731,nominal,0,none,
2026-02-01T01:51:00.000Z,asset_A1,53.523,2.583,30.071,87.67,nominal,0,none,
2026-02-01T01:52:00.000Z,asset_A1,53.51,2.772,30.242,87.72,nominal,0,none,
2026-02-01T01:53:00.000Z,asset_A1,53.484,2.739,29.727,87.776,nominal,0,none,
2026-02-01T01:54:00.000Z,asset_A1,53.356,2.624,30.024,87.745,nominal,0,none,
2026-02-01T01:55:00.000Z,asset_A1,53.55,2.554,30.01,87.755,nominal,0,none,
2026-02-01T01:56:00.000Z,asset_A1,53.602,2.742,29.91,87.749,nominal,0,none,
2026-02-01T01:57:00.000Z,asset_A1,53.389,2.661,29.86,87.74,nominal,0,none,
2026-02-01T01:58:00.000Z,asset_A1,53.659,2.652,29.691,87.682,nominal,0,none,
2026-02-01T01:59:00.000Z,asset_A1,53.524,2.621,29.874,87.705,nominal,0,none,
2026-02-01T02:00:00.000Z,asset_A1,53.462,2.742,29.83,87.67,nominal,0,none,
2026-02-01T02:01:00.000Z,asset_A1,53.598,2.618,29.705,87.697,nominal,0,none,
2026-02-01T02:02:00.000Z,asset_A1,53.845,2.515,30.143,87.732,nominal,0,none,
2026-02-01T02:03:00.000Z,asset_A1,53.462,2.594,29.666,87.776,nominal,0,none,
2026-02-01T02:04:00.000Z,asset_A1,53.624,2.737,29.782,87.821,nominal,0,none,
2026-02-01T02:05:00.000Z,asset_A1,53.447,2.673,30.76,87.856,nominal,0,none,
2026-02-01T02:06:00.000Z,asset_A1,53.734,2.677,30.531,87.816,nominal,0,none,
2026-02-01T02:07:00.000Z,asset_A1,53.662,2.62,30.049,87.86,nominal,0,none,
2026-02-01T02:08:00.000Z,asset_A1,53.481,2.689,29.976,87.93,nominal,0,none,
2026-02-01T02:09:00.000Z,asset_A1,53.534,2.673,30.606,87.948,nominal,0,none,
2026-02-01T02:10:00.000Z,asset_A1,53.337,2.691,30.215,87.899,nominal,0,none,
2026-02-01T02:11:00.000Z,asset_A1,53.457,2.633,29.968,87.819,nominal,0,none,
2026-02-01T02:12:00.000Z,asset_A1,53.509,2.633,30.022,87.793,nominal,0,none,
2026-02-01T02:13:00.000Z,asset_A1,53.724,2.71,30.46,87.769,nominal,0,none,
2026-02-01T02:14:00.000Z,asset_A1,53.594,2.638,30.465,87.753,nominal,0,none,
2026-02-01T02:15:00.000Z,asset_A1,53.597,2.74,30.304,87.612,nominal,0,none,
2026-02-01T02:16:00.000Z,asset_A1,53.742,2.669,30.054,87.537,nominal,0,none,
2026-02-01T02:17:00.000Z,asset_A1,53.614,2.656,30.073,87.558,nominal,0,none,
2026-02-01T02:18:00.000Z,asset_A1,53.784,2.729,29.873,87.604,nominal,0,none,
2026-02-01T02:19:00.000Z,asset_A1,53.381,2.68,30.649,87.656,nominal,0,none,
2026-02-01T02:20:00.000Z,asset_A1,53.757,2.811,30.6,87.702,nominal,0,none,
2026-02-01T02:21:00.000Z,asset_A1,53.557,2.713,30.276,87.703,nominal,0,none,
2026-02-01T02:22:00.000Z,asset_A1,53.616,2.713,30.241,87.762,nominal,0,none,
2026-02-01T02:23:00.000Z,asset_A1,53.686,2.516,30.246,87.783,nominal,0,none,
2026-02-01T02:24:00.000Z,asset_A1,53.66,2.662,30.268,87.788,nominal,0,none,
2026-02-01T02:25:00.000Z,asset_A1,53.521,2.809,30.698,87.819,nominal,0,none,
2026-02-01T02:26:00.000Z,asset_A1,53.663,2.69,30.809,87.833,nominal,0,none,
2026-02-01T02:27:00.000Z,asset_A1,53.653,2.751,30.658,87.838,nominal,0,none,
2026-02-01T02:28:00.000Z,asset_A1,53.619,2.824,30.574,87.833,nominal,0,none,
2026-02-01T02:29:00.000Z,asset_A1,53.502,2.773,30.244,87.826,nominal,0,none,
2026-02-01T02:30:00.000Z,asset_A1,53.663,2.605,30.284,87.773,nominal,0,none,
2026-02-01T02:31:00.000Z,asset_A1,53.637,2.73,30.305,87.803,nominal,0,none,
2026-02-01T02:32:00.000Z,asset_A1,53.7,2.794,30.389,87.746,nominal,0,none,
2026-02-01T02:33:00.000Z,asset_A1,53.604,2.738,30.574,87.674,nominal,0,none,
2026-02-01T02:34:00.000Z,asset_A1,53.612,2.71,30.478,87.652,nominal,0,none,
2026-02-01T02:35:00.000Z,asset_A1,53.65,2.66,30.839,87.64,nominal,0,none,
2026-02-01T02:36:00.000Z,asset_A1,53.65,2.739,31.03,87.582,nominal,0,none,
2026-02-01T02:37:00.000Z,asset_A1,53.567,2.755,30.808,87.479,nominal,0,none,
2026-02-01T02:38:00.000Z,asset_A1,53.585,2.574,30.524,87.457,nominal,0,none,
2026-02-01T02:39:00.000Z,asset_A1,53.573,2.903,31.027,87.413,nominal,0,none,
2026-02-01T02:40:00.000Z,asset_A1,53.782,2.61,30.866,87.495,nominal,0,none,
2026-02-01T02:41:00.000Z,asset_A1,53.545,2.786,30.892,87.497,nominal,0,none,
2026-02-01T02:42:00.000Z,asset_A1,53.716,2.717,30.638,87.493,nominal,0,none,
2026-02-01T02:43:00.000Z,asset_A1,53.561,2.731,30.873,87.426,nominal,0,none,
2026-02-01T02:44:00.000Z,asset_A1,53.657,2.815,30.971,87.393,nominal,0,none,
2026-02-01T02:45:00.000Z,asset_A1,53.537,2.743,30.859,87.408,nominal,0,none,
2026-02-01T02:46:00.000Z,asset_A1,53.587,2.721,30.757,87.447,nominal,0,none,
2026-02-01T02:47:00.000Z,asset_A1,53.642,2.815,30.95,87.448,nominal,0,none,
2026-02-01T02:48:00.000Z,asset_A1,53.684,2.88,30.765,87.535,nominal,0,none,
2026-02-01T02:49:00.000Z,asset_A1,53.724,2.83,30.861,87.502,nominal,0,none,
2026-02-01T02:50:00.000Z,asset_A1,53.62,2.735,30.889,87.429,nominal,0,none,
2026-02-01T02:51:00.000Z,asset_A1,53.521,2.846,30.83,87.394,nominal,0,none,
2026-02-01T02:52:00.000Z,asset_A1,53.584,2.859,30.766,87.436,nominal,0,none,
2026-02-01T02:53:00.000Z,asset_A1,53.735,2.883,30.781,87.399,nominal,0,none,
2026-02-01T02:54:00.000Z,asset_A1,53.698,2.861,30.589,87.405,nominal,0,none,
2026-02-01T02:55:00.000Z,asset_A1,53.54,2.825,30.514,87.374,nominal,0,none,
2026-02-01T02:56:00.000Z,asset_A1,53.507,2.713,30.838,87.358,nominal,0,none,
2026-02-01T02:57:00.000Z,asset_A1,53.725,2.921,31.059,87.388,nominal,0,none,
2026-02-01T02:58:00.000Z,asset_A1,53.827,2.912,31.2,87.301,nominal,0,none,
2026-02-01T02:59:00.000Z,asset_A1,53.588,2.906,30.835,87.35,nominal,0,none,
2026-02-01T03:00:00.000Z,asset_A1,53.672,2.859,31.437,87.316,nominal,0,none,
2026-02-01T03:01:00.000Z,asset_A1,53.656,2.837,31.306,87.353,nominal,0,none,
2026-02-01T03:02:00.000Z,asset_A1,53.634,2.92,30.879,87.371,nominal,0,none,
2026-02-01T03:03:00.000Z,asset_A1,53.68,2.815,30.872,87.312,nominal,0,none,
2026-02-01T03:04:00.000Z,asset_A1,53.596,2.934,31.233,87.256,nominal,0,none,
2026-02-01T03:05:00.000Z,asset_A1,53.752,2.913,31.015,87.184,nominal,0,none,
2026-02-01T03:06:00.000Z,asset_A1,53.742,2.74,30.996,87.151,nominal,0,none,
2026-02-01T03:07:00.000Z,asset_A1,53.734,2.88,31.279,87.175,nominal,0,none,
2026-02-01T03:08:00.000Z,asset_A1,53.838,2.93,31.481,87.216,nominal,0,none,
2026-02-01T03:09:00.000Z,asset_A1,53.695,2.868,31.0,87.138,nominal,0,none,
2026-02-01T03:10:00.000Z,asset_A1,53.695,2.823,30.915,87.097,nominal,0,none,
2026-02-01T03:11:00.000Z,asset_A1,53.705,2.869,30.887,87.041,nominal,0,none,
2026-02-01T03:12:00.000Z,asset_A1,53.724,2.806,31.859,86.993,nominal,0,none,
2026-02-01T03:13:00.000Z,asset_A1,53.756,3.016,31.095,87.061,nominal,0,none,
2026-02-01T03:14:00.000Z,asset_A1,53.765,2.801,31.592,87.062,nominal,0,none,
2026-02-01T03:15:00.000Z,asset_A1,53.602,2.914,31.132,87.113,nominal,0,none,
2026-02-01T03:16:00.000Z,asset_A1,53.661,2.897,31.505,87.101,nominal,0,none,
2026-02-01T03:17:00.000Z,asset_A1,53.695,3.024,31.07,87.129,nominal,0,none,
2026-02-01T03:18:00.000Z,asset_A1,53.75,2.776,31.541,87.16,nominal,0,none,
2026-02-01T03:19:00.000Z,asset_A1,53.719,2.938,31.031,87.184,nominal,0,none,
2026-02-01T03:20:00.000Z,asset_A1,53.673,2.909,30.932,87.236,nominal,0,none,
2026-02-01T03:21:00.000Z,asset_A1,53.612,2.982,31.366,87.263,nominal,0,none,
2026-02-01T03:22:00.000Z,asset_A1,53.696,2.973,31.281,87.201,nominal,0,none,
2026-02-01T03:23:00.000Z,asset_A1,53.671,2.995,31.324,87.092,nominal,0,none,
2026-02-01T03:24:00.000Z,asset_A1,53.688,2.913,31.396,87.1,nominal,0,none,
2026-02-01T03:25:00.000Z,asset_A1,53.525,2.889,31.405,87.174,nominal,0,none,
2026-02-01T03:26:00.000Z,asset_A1,53.531,2.929,31.051,87.131,nominal,0,none,
2026-02-01T03:27:00.000Z,asset_A1,53.699,2.96,31.424,87.114,nominal,0,none,
2026-02-01T03:28:00.000Z,asset_A1,53.614,2.897,31.364,87.14,nominal,0,none,
2026-02-01T03:29:00.000Z,asset_A1,53.62,2.967,31.555,87.107,nominal,0,none,
2026-02-01T03:30:00.000Z,asset_A1,53.809,2.896,30.838,87.101,nominal,0,none,
2026-02-01T03:31:00.000Z,asset_A1,53.655,2.789,31.137,87.134,nominal,0,none,
2026-02-01T03:32:00.000Z,asset_A1,53.646,3.012,31.099,87.162,nominal,0,none,
2026-02-01T03:33:00.000Z,asset_A1,53.63,2.976,31.452,87.192,nominal,0,none,
2026-02-01T03:34:00.000Z,asset_A1,53.592,3.022,31.214,87.191,nominal,0,none,
2026-02-01T03:35:00.000Z,asset_A1,53.675,3.045,31.679,87.16,nominal,0,none,
2026-02-01T03:36:00.000Z,asset_A1,53.595,2.747,31.206,87.099,nominal,0,none,
2026-02-01T03:37:00.000Z,asset_A1,53.793,2.922,31.629,87.138,nominal,0,none,
2026-02-01T03:38:00.000Z,asset_A1,53.702,2.982,30.718,87.109,nominal,0,none,
2026-02-01T03:39:00.000Z,asset_A1,53.717,2.974,31.322,87.146,nominal,0,none,
2026-02-01T03:40:00.000Z,asset_A1,53.769,2.864,31.513,87.19,nominal,0,none,
2026-02-01T03:41:00.000Z,asset_A1,53.595,3.02,31.414,87.21,nominal,0,none,
2026-02-01T03:42:00.000Z,asset_A1,53.838,3.025,31.901,87.141,nominal,0,none,
2026-02-01T03:43:00.000Z,asset_A1,53.683,2.974,31.722,87.125,nominal,0,none,
2026-02-01T03:44:00.000Z,asset_A1,53.752,2.889,31.959,87.064,nominal,0,none,
2026-02-01T03:45:00.000Z,asset_A1,53.905,2.937,31.27,87.106,nominal,0,none,
2026-02-01T03:46:00.000Z,asset_A1,53.789,2.938,31.698,87.036,nominal,0,none,
2026-02-01T03:47:00.000Z,asset_A1,53.94,3.047,31.341,87.024,nominal,0,none,
2026-02-01T03:48:00.000Z,asset_A1,53.705,3.024,31.491,86.978,nominal,0,none,
2026-02-01T03:49:00.000Z,asset_A1,53.613,2.813,31.357,86.978,nominal,0,none,
2026-02-01T03:50:00.000Z,asset_A1,53.659,2.853,31.417,86.904,nominal,0,none,
2026-02-01T03:51:00.000Z,asset_A1,53.739,2.884,32.29,86.863,nominal,0,none,
2026-02-01T03:52:00.000Z,asset_A1,53.763,2.948,31.423,86.829,nominal,0,none,
2026-02-01T03:53:00.000Z,asset_A1,53.882,2.923,31.219,86.873,nominal,0,none,
2026-02-01T03:54:00.000Z,asset_A1,53.691,3.022,31.694,86.818,nominal,0,none,
2026-02-01T03:55:00.000Z,asset_A1,53.835,2.947,32.23,86.795,nominal,0,none,
2026-02-01T03:56:00.000Z,asset_A1,53.755,2.855,31.44,86.848,nominal,0,none,
2026-02-01T03:57:00.000Z,asset_A1,53.707,3.005,31.708,86.848,nominal,0,none,
2026-02-01T03:58:00.000Z,asset_A1,53.683,2.879,31.262,86.833,nominal,0,none,
2026-02-01T03:59:00.000Z,asset_A1,53.579,2.896,31.941,86.824,nominal,0,none,
2026-02-01T04:00:00.000Z,asset_A1,53.576,2.947,31.619,86.87,nominal,0,none,
2026-02-01T04:01:00.000Z,asset_A1,53.743,2.973,31.545,86.923,nominal,0,none,
2026-02-01T04:02:00.000Z,asset_A1,53.736,2.952,31.924,86.873,nominal,0,none,
2026-02-01T04:03:00.000Z,asset_A1,53.696,2.899,32.093,86.828,nominal,0,none,
2026-02-01T04:04:00.000Z,asset_A1,53.681,3.089,31.413,86.774,nominal,0,none,
2026-02-01T04:05:00.000Z,asset_A1,53.888,3.066,31.783,86.76,nominal,0,none,
2026-02-01T04:06:00.000Z,asset_A1,53.523,2.992,31.922,86.731,nominal,0,none,
2026-02-01T04:07:00.000Z,asset_A1,53.745,2.879,31.583,86.716,nominal,0,none,
2026-02-01T04:08:00.000Z,asset_A1,53.824,2.944,32.058,86.64,nominal,0,none,
2026-02-01T04:09:00.000Z,asset_A1,53.872,3.104,31.622,86.663,nominal,0,none,
2026-02-01T04:10:00.000Z,asset_A1,53.714,3.067,31.664,86.634,nominal,0,none,
2026-02-01T04:11:00.000Z,asset_A1,53.86,2.984,31.511,86.61,nominal,0,none,
2026-02-01T04:12:00.000Z,asset_A1,53.782,3.067,32.016,86.628,nominal,0,none,
2026-02-01T04:13:00.000Z,asset_A1,53.941,2.935,32.139,86.65,nominal,0,none,
2026-02-01T04:14:00.000Z,asset_A1,53.755,2.895,32.394,86.636,nominal,0,none,
2026-02-01T04:15:00.000Z,asset_A1,53.878,2.956,31.714,86.638,nominal,0,none,
2026-02-01T04:16:00.000Z,asset_A1,53.571,2.93,31.896,86.638,nominal,0,none,
2026-02-01T04:17:00.000Z,asset_A1,53.945,2.862,31.872,86.613,nominal,0,none,
2026-02-01T04:18:00.000Z,asset_A1,53.802,2.968,31.402,86.651,nominal,0,none,
2026-02-01T04:19:00.000Z,asset_A1,53.72,3.037,32.582,86.636,nominal,0,none,
2026-02-01T04:20:00.000Z,asset_A1,53.687,2.933,31.883,86.656,nominal,0,none,
2026-02-01T04:21:00.000Z,asset_A1,53.748,3.221,31.572,86.603,nominal,0,none,
2026-02-01T04:22:00.000Z,asset_A1,53.97,2.911,32.342,86.567,nominal,0,none,
2026-02-01T04:23:00.000Z,asset_A1,54.082,2.903,31.966,86.571,nominal,0,none,
2026-02-01T04:24:00.000Z,asset_A1,53.842,3.023,31.86,86.584,nominal,0,none,
2026-02-01T04:25:00.000Z,asset_A1,53.673,2.998,31.914,86.528,nominal,0,none,
2026-02-01T04:26:00.000Z,asset_A1,53.932,3.054,32.137,86.522,nominal,0,none,
2026-02-01T04:27:00.000Z,asset_A1,53.881,2.998,31.477,86.524,nominal,0,none,
2026-02-01T04:28:00.000Z,asset_A1,53.794,2.972,32.277,86.582,nominal,0,none,
2026-02-01T04:29:00.000Z,asset_A1,53.715,2.983,32.249,86.556,nominal,0,none,
2026-02-01T04:30:00.000Z,asset_A1,53.853,3.032,32.131,86.492,nominal,0,none,
2026-02-01T04:31:00.000Z,asset_A1,53.832,2.967,31.999,86.474,nominal,0,none,
2026-02-01T04:32:00.000Z,asset_A1,53.663,3.044,32.444,86.406,nominal,0,none,
2026-02-01T04:33:00.000Z,asset_A1,53.81,3.05,32.352,86.466,nominal,0,none,
2026-02-01T04:34:00.000Z,asset_A1,53.914,3.061,32.282,86.515,nominal,0,none,
2026-02-01T04:35:00.000Z,asset_A1,53.85,3.052,31.814,86.446,nominal,0,none,
2026-02-01T04:36:00.000Z,asset_A1,53.893,3.032,32.934,86.455,nominal,0,none,
2026-02-01T04:37:00.000Z,asset_A1,53.801,2.899,32.433,86.41,nominal,0,none,
2026-02-01T04:38:00.000Z,asset_A1,53.911,3.004,32.574,86.374,nominal,0,none,
2026-02-01T04:39:00.000Z,asset_A1,53.702,2.963,32.029,86.357,nominal,0,none,
2026-02-01T04:40:00.000Z,asset_A1,53.812,3.017,32.419,86.262,nominal,0,none,
2026-02-01T04:41:00.000Z,asset_A1,53.775,3.011,32.436,86.235,nominal,0,none,
2026-02-01T04:42:00.000Z,asset_A1,53.85,2.94,32.264,86.242,nominal,0,none,
2026-02-01T04:43:00.000Z,asset_A1,53.82,2.919,31.994,86.26,nominal,0,none,
2026-02-01T04:44:00.000Z,asset_A1,53.852,3.181,32.497,86.252,nominal,0,none,
2026-02-01T04:45:00.000Z,asset_A1,53.727,2.926,32.028,86.307,nominal,0,none,
2026-02-01T04:46:00.000Z,asset_A1,53.828,3.094,32.824,86.266,nominal,0,none,
2026-02-01T04:47:00.000Z,asset_A1,53.742,2.82,32.268,86.221,nominal,0,none,
2026-02-01T04:48:00.000Z,asset_A1,53.775,3.056,31.959,86.193,nominal,0,none,
